,datetime,계절,사고시간,hour,공정율,날씨,공사종류,공종(소분류),공사비,작업자수,부상자,최소공사비
2710,2020-07-03,여름,8:30,8,70~79%,흐림,건축/건축물/공동주택,수장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2711,2020-07-03,여름,11:30,11,90% 이상,맑음,건축/건축물/공동주택,건축물 부대공사,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2712,2020-07-03,여름,15:20,15,30~39%,맑음,토목/상하수도/하수도,토공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2713,2020-07-03,여름,15:30,15,90% 이상,맑음,건축/건축물/교정 및 군사시설,해체 및 철거공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
2714,2020-07-03,여름,22:37,22,90% 이상,강우,토목/옹벽 및 절토사면/절토사면,해체 및 철거공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2715,2020-07-04,여름,9:00,9,20~29%,강우,건축/건축물/교육연구시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2716,2020-07-04,여름,10:00,10,30~39%,강우,건축/건축물/교육연구시설,건축 토공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2717,2020-07-04,여름,10:00,10,10% 미만,맑음,토목/기타/부지조성,가설공사,분류불능,19인 이하,1,분류불능
2718,2020-07-04,여름,10:00,10,60~69%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2719,2020-07-04,여름,14:20,14,90% 이상,맑음,산업환경설비/발전시설,기계설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2720,2020-07-04,여름,14:20,14,80~89%,흐림,토목/교량/기타,교량공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2721,2020-07-04,여름,15:00,15,90% 이상,맑음,건축/건축물/공동주택,타일 및 돌공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2722,2020-07-05,여름,8:54,8,30~39%,맑음,토목/상하수도/하수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2723,2020-07-05,여름,9:00,9,20~29%,맑음,건축/건축물/종교시설,조적공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2724,2020-07-05,여름,11:20,11,30~39%,맑음,토목/하천/기타,하천공사,150억 ~ 200억원 미만,19인 이하,1,150억 
2725,2020-07-05,여름,16:20,16,70~79%,맑음,토목/하천/수문/통문,해체 및 철거공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2726,2020-07-06,여름,8:20,8,10~19%,맑음,토목/하천/배수펌프장,하천공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2727,2020-07-06,여름,10:10,10,90% 이상,맑음,건축/건축물/교육연구시설,창호 및 유리공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2728,2020-07-06,여름,10:30,10,90% 이상,맑음,건축/건축물/운동시설,기타,50억 ~ 100억원 미만,19인 이하,1,50억 
2729,2020-07-06,여름,10:30,10,90% 이상,흐림,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2730,2020-07-06,여름,14:00,14,30~39%,맑음,건축/건축물/종교시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2731,2020-07-06,여름,14:00,14,90% 이상,맑음,산업환경설비/발전시설,산업설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2732,2020-07-06,여름,14:00,14,90% 이상,흐림,건축/건축물/공동주택,기계설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2733,2020-07-06,여름,14:00,14,10% 미만,흐림,건축/건축물/근린생활시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2734,2020-07-06,여름,19:10,19,60~69%,맑음,토목/상하수도/상수도,관공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2735,2020-07-07,여름,9:00,9,10% 미만,흐림,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2736,2020-07-07,여름,10:00,10,80~89%,흐림,건축/건축물/근린생활시설,미장공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2737,2020-07-07,여름,10:00,10,20~29%,맑음,건축/건축물/기타,철근콘크리트공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2738,2020-07-07,여름,10:00,10,70~79%,강우,건축/건축물/교육연구시설,미장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2739,2020-07-07,여름,10:30,10,20~29%,맑음,건축/건축물/운수시설,해체 및 철거공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2740,2020-07-08,여름,9:20,9,70~79%,맑음,건축/건축물/자동차 관련시설,철골공사,100억 ~ 150억원 미만,19인 이하,3,100억 
2741,2020-07-08,여름,11:30,11,20~29%,흐림,토목/상하수도/상수도,관공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2742,2020-07-08,여름,11:30,11,10~19%,흐림,건축/건축물/근린생활시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2743,2020-07-08,여름,18:00,18,50~59%,맑음,건축/건축물/문화 및 집회시설,수장공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2744,2020-07-09,여름,9:30,9,30~39%,흐림,토목/옹벽 및 절토사면/옹벽,해체 및 철거공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2745,2020-07-09,여름,10:00,10,60~69%,맑음,토목/기타/부지조성,도로 및 포장공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2746,2020-07-09,여름,11:00,11,80~89%,맑음,건축/건축물/기타,창호 및 유리공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2747,2020-07-09,여름,11:00,11,20~29%,흐림,건축/건축물/노유자시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2748,2020-07-09,여름,11:00,11,60~69%,맑음,건축/건축물/공장,산업설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2749,2020-07-09,여름,11:50,11,90% 이상,맑음,건축/건축물/단독주택,타일 및 돌공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2750,2020-07-09,여름,12:00,12,20~29%,흐림,건축/건축물/근린생활시설,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2751,2020-07-09,여름,13:30,13,20~29%,맑음,건축/건축물/문화 및 집회시설,철골공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2752,2020-07-09,여름,16:47,16,80~89%,맑음,건축/건축물/공장,수장공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2753,2020-07-10,여름,9:40,9,20~29%,흐림,건축/건축물/의료시설,철골공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2754,2020-07-11,여름,11:00,11,40~49%,맑음,건축/건축물/공동주택,건축물 부대공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2755,2020-07-11,여름,11:07,11,10~19%,흐림,토목/댐/용수전용댐,토공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2756,2020-07-12,여름,10:20,10,20~29%,강우,건축/건축물/근린생활시설,목공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
2757,2020-07-13,여름,11:00,11,10% 미만,강우,건축/건축물/근린생활시설,해체 및 철거공사,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2758,2020-07-14,여름,10:30,10,30~39%,강우,건축/건축물/종교시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2759,2020-07-14,여름,10:30,10,90% 이상,맑음,건축/건축물/업무시설,기타,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2760,2020-07-14,여름,11:40,11,90% 이상,흐림,건축/건축물/근린생활시설,철근콘크리트공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2761,2020-07-15,여름,10:15,10,70~79%,강우,산업환경설비/발전시설,산업설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2762,2020-07-15,여름,10:15,10,60~69%,흐림,토목/상하수도/상수도,해체 및 철거공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2763,2020-07-15,여름,14:30,14,60~69%,맑음,건축/건축물/공장,건축 토공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2764,2020-07-15,여름,15:30,15,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2765,2020-07-16,여름,9:20,9,10% 미만,맑음,건축/건축물/업무시설,철근콘크리트공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2766,2020-07-16,여름,9:20,9,20~29%,맑음,토목/상하수도/기타,관공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2767,2020-07-16,여름,14:20,14,40~49%,맑음,토목/교량/도로교량,교량공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2768,2020-07-16,여름,14:30,14,90% 이상,맑음,건축/건축물/문화 및 집회시설,금속공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
2769,2020-07-16,여름,15:00,15,80~89%,맑음,토목/도로/도로,철근콘크리트공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2771,2020-07-16,여름,15:30,15,20~29%,흐림,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2772,2020-07-17,여름,14:30,14,40~49%,맑음,건축/건축물/문화 및 집회시설,철골공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2773,2020-07-18,여름,2:35,2,30~39%,맑음,토목/철도/일반 및 고속철도,철도 및 궤도공사,150억 ~ 200억원 미만,19인 이하,1,150억 
2774,2020-07-18,여름,7:30,7,30~39%,안개,건축/건축물/근린생활시설,전기설비공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2775,2020-07-18,여름,8:50,8,60~69%,맑음,건축/건축물/기타,지붕 및 홈통공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2776,2020-07-18,여름,9:00,9,20~29%,맑음,조경/숲,기타,1억 ~ 2억원 미만,19인 이하,1,1억 
2778,2020-07-18,여름,9:20,9,30~39%,맑음,건축/건축물/공장,지붕 및 홈통공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2779,2020-07-18,여름,10:25,10,90% 이상,맑음,건축/건축물/공장,산업설비공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2780,2020-07-18,여름,11:00,11,90% 이상,흐림,건축/건축물/단독주택,기타,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2781,2020-07-18,여름,14:44,14,90% 이상,맑음,건축/건축물/숙박시설,건축 토공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2782,2020-07-19,여름,9:25,9,10% 미만,흐림,건축/건축물/근린생활시설,가설공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2783,2020-07-20,여름,9:30,9,10~19%,흐림,건축/건축물/교정 및 군사시설,해체 및 철거공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2784,2020-07-20,여름,10:30,10,40~49%,흐림,건축/건축물/공동주택,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2785,2020-07-20,여름,15:30,15,20~29%,흐림,토목/항만/방파제,항만공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2786,2020-07-20,여름,16:49,16,90% 이상,흐림,건축/건축물/공동주택,건축 토공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2787,2020-07-21,여름,9:47,9,30~39%,강우,건축/건축물/공장,철골공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2788,2020-07-21,여름,11:30,11,60~69%,흐림,토목/상하수도/하수도,관공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2789,2020-07-21,여름,13:10,13,40~49%,흐림,건축/건축물/교육연구시설,철근콘크리트공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2790,2020-07-21,여름,13:10,13,80~89%,흐림,건축/건축물/업무시설,건축물 부대공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2791,2020-07-21,여름,16:00,16,40~49%,흐림,건축/건축물/공동주택,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2792,2020-07-22,여름,11:00,11,60~69%,맑음,건축/건축물/근린생활시설,타일 및 돌공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2793,2020-07-23,여름,16:48,16,10% 미만,강우,건축/건축물/교육연구시설,해체 및 철거공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2794,2020-07-24,여름,9:50,9,10% 미만,맑음,건축/건축물/숙박시설,철근콘크리트공사,200억 ~ 300억원 미만,19인 이하,1,200억 
2795,2020-07-24,여름,11:50,11,90% 이상,흐림,건축/건축물/공동주택,수장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2796,2020-07-24,여름,14:50,14,80~89%,강우,건축/건축물/숙박시설,수장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2797,2020-07-25,여름,16:35,16,40~49%,강우,건축/건축물/업무시설,타일 및 돌공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2798,2020-07-26,여름,11:30,11,30~39%,맑음,건축/건축물/공장,철골공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2799,2020-07-26,여름,15:20,15,10~19%,흐림,건축/건축물/공동주택,철골공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2800,2020-07-27,여름,8:30,8,40~49%,강우,토목/도로/도로,도로 및 포장공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2801,2020-07-27,여름,8:54,8,20~29%,흐림,건축/건축물/업무시설,가설공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2802,2020-07-27,여름,11:50,11,40~49%,흐림,건축/건축물/공동주택,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2803,2020-07-27,여름,14:00,14,90% 이상,흐림,토목/도로/기타,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2804,2020-07-27,여름,14:05,14,30~39%,강우,건축/건축물/교정 및 군사시설,기계설비공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2805,2020-07-28,여름,11:20,11,70~79%,흐림,건축/건축물/공장,건축물 부대공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2806,2020-07-29,여름,9:19,9,10~19%,강우,건축/건축물/업무시설,가설공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2807,2020-07-29,여름,10:00,10,20~29%,흐림,건축/건축물/업무시설,전기설비공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2808,2020-07-29,여름,11:00,11,50~59%,맑음,건축/건축물/근린생활시설,해체 및 철거공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2809,2020-07-29,여름,11:00,11,50~59%,강우,건축/건축물/공동주택,가설공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2811,2020-07-30,여름,9:30,9,90% 이상,강우,건축/건축물/공장,기타,3억 ~ 5억원 미만,19인 이하,1,3억 
2812,2020-07-30,여름,14:00,14,90% 이상,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2813,2020-07-30,여름,14:00,14,90% 이상,흐림,토목/철도/기타,도로 및 포장공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2814,2020-07-31,여름,9:06,9,70~79%,흐림,토목/상하수도/하수도,해체 및 철거공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2815,2020-07-31,여름,9:20,9,90% 이상,맑음,건축/건축물/기타,건축물 부대공사,"1,000만원 미만",19인 이하,1,"1,000만원 미만"
2816,2020-07-31,여름,9:30,9,90% 이상,흐림,건축/건축물/자동차 관련시설,건축물 부대공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2817,2020-07-31,여름,9:30,9,70~79%,흐림,건축/건축물/공장,가설공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2818,2020-07-31,여름,11:10,11,20~29%,흐림,건축/건축물/업무시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2819,2020-07-31,여름,12:00,12,30~39%,맑음,건축/건축물,가설공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2820,2020-07-31,여름,13:30,13,70~79%,맑음,건축/건축물/근린생활시설,창호 및 유리공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2821,2020-07-31,여름,14:40,14,80~89%,강우,건축/건축물/근린생활시설,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2822,2020-07-31,여름,16:26,16,70~79%,흐림,건축/건축물/업무시설,해체 및 철거공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2823,2020-08-01,여름,9:34,9,50~59%,맑음,토목/도로/도로,도로 및 포장공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2824,2020-08-01,여름,16:10,16,10~19%,흐림,건축/건축물/창고시설,철골공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2825,2020-08-02,여름,14:28,14,60~69%,맑음,건축/건축물/문화 및 집회시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2826,2020-08-03,여름,7:40,7,70~79%,맑음,건축/건축물/종교시설,조적공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2827,2020-08-03,여름,9:50,9,40~49%,흐림,건축/건축물/판매시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2828,2020-08-03,여름,13:00,13,90% 이상,맑음,건축/건축물/공동주택,방수공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2829,2020-08-04,여름,9:30,9,70~79%,흐림,건축/건축물/근린생활시설,건축물 부대공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2830,2020-08-04,여름,10:30,10,90% 이상,맑음,토목/옹벽 및 절토사면/절토사면,기타,20억 ~ 50억원 미만,19인 이하,1,20억 
2831,2020-08-04,여름,11:40,11,40~49%,강우,토목/도로/도로,관공사 부대공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2832,2020-08-04,여름,11:50,11,10% 미만,맑음,건축/건축물/공동주택,토공사,300억 ~ 500억원 미만,19인 이하,1,300억 
2833,2020-08-04,여름,13:30,13,10~19%,맑음,건축/건축물/업무시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2834,2020-08-04,여름,14:50,14,50~59%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2835,2020-08-05,여름,10:50,10,10~19%,흐림,건축/건축물/교육연구시설,해체 및 철거공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2836,2020-08-05,여름,14:30,14,90% 이상,맑음,건축/건축물/창고시설,창호 및 유리공사,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2837,2020-08-06,여름,11:00,11,90% 이상,강우,건축/건축물/업무시설,미장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2838,2020-08-08,여름,8:10,8,10% 미만,강우,건축/건축물/교육연구시설,해체 및 철거공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2839,2020-08-08,여름,14:20,14,40~49%,흐림,토목/기타/부지조성,가설공사,100억 ~ 150억원 미만,19인 이하,1,100억 
2840,2020-08-10,여름,9:30,9,30~39%,강우,건축/건축물/공동주택,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2841,2020-08-10,여름,16:30,16,30~39%,흐림,토목/상하수도/상수도,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2842,2020-08-10,여름,16:40,16,90% 이상,흐림,건축/건축물/기타,조적공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2843,2020-08-11,여름,7:40,7,90% 이상,맑음,건축/건축물/노유자시설,건축물 부대공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2844,2020-08-11,여름,13:10,13,80~89%,맑음,건축/건축물/공동주택,타일 및 돌공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2845,2020-08-12,여름,9:30,9,30~39%,맑음,건축/건축물/공장,지붕 및 홈통공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2846,2020-08-12,여름,9:50,9,10~19%,흐림,건축/건축물/업무시설,토공사,150억 ~ 200억원 미만,19인 이하,1,150억 
2847,2020-08-12,여름,10:00,10,60~69%,맑음,건축/건축물/공장,기타,10억 ~ 20억원 미만,19인 이하,1,10억 
2848,2020-08-12,여름,15:00,15,90% 이상,흐림,건축/건축물/업무시설,건축물 부대공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2849,2020-08-12,여름,15:42,15,30~39%,흐림,토목/기타/부지조성,해체 및 철거공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2850,2020-08-12,여름,16:32,16,20~29%,맑음,건축/건축물/판매시설,수장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2851,2020-08-13,여름,10:15,10,60~69%,맑음,건축/건축물/수련시설,미장공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2852,2020-08-13,여름,11:00,11,90% 이상,맑음,토목/도로/도로,도로 및 포장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2853,2020-08-13,여름,11:30,11,90% 이상,강우,건축/건축물/판매시설,토공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2855,2020-08-13,여름,17:25,17,90% 이상,맑음,조경/기타,기타,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2856,2020-08-14,여름,11:30,11,30~39%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2857,2020-08-14,여름,11:30,11,10~19%,맑음,토목/상하수도/하수도,관공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2858,2020-08-14,여름,13:51,13,70~79%,강우,토목/상하수도/상수도,기타,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
2859,2020-08-14,여름,15:00,15,50~59%,맑음,건축/건축물/기타,가설공사,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
2860,2020-08-14,여름,16:30,16,30~39%,맑음,토목/하천/기타,토공사,"1,000만원 미만",19인 이하,1,"1,000만원 미만"
2861,2020-08-15,여름,10:50,10,40~49%,맑음,건축/건축물/근린생활시설,철골공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2862,2020-08-15,여름,11:48,11,60~69%,맑음,건축/건축물/단독주택,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2863,2020-08-16,여름,11:30,11,40~49%,맑음,건축/건축물/교육연구시설,지붕 및 홈통공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2864,2020-08-16,여름,15:00,15,70~79%,맑음,토목/옹벽 및 절토사면/절토사면,지반개량공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2865,2020-08-16,여름,16:30,16,60~69%,맑음,토목/도로/기타,토공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2866,2020-08-17,여름,13:30,13,30~39%,맑음,토목/하천/제방(통관/호안),하천공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2867,2020-08-17,여름,14:30,14,50~59%,맑음,조경/기타,기타,5억 ~ 10억원 미만,19인 이하,1,5억 
2868,2020-08-17,여름,16:30,16,60~69%,맑음,건축/건축물/판매시설,철골공사,1억 ~ 2억원 미만,19인 이하,1,1억 
2869,2020-08-17,여름,16:45,16,90% 이상,맑음,토목/도로/도로,기타,200억 ~ 300억원 미만,19인 이하,1,200억 
2870,2020-08-18,여름,7:57,7,40~49%,맑음,건축/건축물/업무시설,타일 및 돌공사,10억 ~ 20억원 미만,19인 이하,1,10억 
2871,2020-08-18,여름,10:20,10,10~19%,흐림,건축/건축물/근린생활시설,철골공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2872,2020-08-18,여름,10:30,10,90% 이상,흐림,건축/건축물/공동주택,목공사,"1,000만 ~ 2,000만원 미만",19인 이하,1,"1,000만 "
2873,2020-08-18,여름,11:09,11,90% 이상,맑음,토목/교량/도로교량,교량공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2874,2020-08-18,여름,14:00,14,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2875,2020-08-18,여름,14:20,14,10% 미만,맑음,토목/철도/지하철,가설공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2876,2020-08-18,여름,14:30,14,10% 미만,맑음,건축/건축물/교육연구시설,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2877,2020-08-18,여름,14:30,14,90% 이상,맑음,건축/건축물/단독주택,도장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2878,2020-08-18,여름,14:50,14,10% 미만,흐림,건축/건축물/기타,해체 및 철거공사,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
2880,2020-08-18,여름,15:00,15,90% 이상,흐림,토목/도로/도로,철근콘크리트공사,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
2881,2020-08-18,여름,20:15,20,80~89%,맑음,건축/건축물/종교시설,건축물 부대공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2882,2020-08-19,여름,7:30,7,20~29%,맑음,건축/건축물/단독주택,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2883,2020-08-19,여름,12:55,12,10% 미만,맑음,토목/철도/일반 및 고속철도,철도 및 궤도공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
2884,2020-08-19,여름,15:10,15,80~89%,맑음,토목/상하수도/하수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2885,2020-08-19,여름,16:00,16,60~69%,맑음,토목/도로/도로,도로 및 포장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2886,2020-08-19,여름,16:25,16,40~49%,맑음,토목/상하수도/하수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2887,2020-08-20,여름,7:40,7,60~69%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,150억 ~ 200억원 미만,19인 이하,1,150억 
2888,2020-08-20,여름,8:10,8,90% 이상,맑음,토목/상하수도/상수도,관공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2889,2020-08-20,여름,8:27,8,60~69%,맑음,토목/상하수도/상수도,토공사,50억 ~ 100억원 미만,19인 이하,1,50억 
2890,2020-08-20,여름,9:00,9,50~59%,맑음,건축/건축물/공동주택,건축물 부대공사,3억 ~ 5억원 미만,19인 이하,1,3억 
2891,2020-08-20,여름,9:00,9,80~89%,맑음,건축/건축물/공동주택,건축물 부대공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2892,2020-08-20,여름,9:20,9,30~39%,맑음,토목/기타/부지조성,관공사 부대공사,"1,000만원 미만",19인 이하,1,"1,000만원 미만"
2893,2020-08-20,여름,14:30,14,20~29%,맑음,건축/건축물/창고시설,해체 및 철거공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2894,2020-08-21,여름,14:30,14,20~29%,흐림,건축/건축물/공동주택,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
2895,2020-08-22,여름,9:15,9,70~79%,맑음,건축/건축물/교육연구시설,타일 및 돌공사,2억 ~ 3억원 미만,19인 이하,1,2억 
2896,2020-08-22,여름,13:20,13,20~29%,강우,건축/건축물/공동주택,가설공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
2897,2020-08-22,여름,14:50,14,10% 미만,흐림,건축/건축물/공동주택,가설공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
2898,2020-08-23,여름,8:45,8,30~39%,맑음,건축/건축물/문화 및 집회시설,철골공사,150억 ~ 200억원 미만,19인 이하,1,150억 
2899,2020-08-23,여름,11:00,11,30~39%,맑음,토목/교량/도로교량,교량공사,20억 ~ 50억원 미만,19인 이하,1,20억 
2900,2020-08-23,여름,11:00,11,20~29%,맑음,건축/건축물/근린생활시설,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
